date,price
2023-07-09,330.84615384615387
2023-07-10,218.69230769230768
2023-07-11,365.0
2023-07-12,218.69230769230768
2023-07-13,360.84615384615387
2023-07-14,217.53846153846155
2023-07-15,240.23076923076923
2023-07-16,251.30769230769232
2023-07-17,218.69230769230768
2023-07-18,366.38461538461536
2023-07-19,298.38461538461536
2023-07-20,365.2307692307692
2023-07-21,299.46153846153845
2023-07-22,303.46153846153845
2023-07-23,371.38461538461536
2023-07-24,295.0769230769231
2023-07-25,387.46153846153845
2023-07-26,298.38461538461536
2023-07-27,384.6923076923077
2023-07-28,299.46153846153845
2023-07-29,304.9230769230769
2023-07-30,371.38461538461536
2023-07-31,295.0769230769231
2023-08-01,391.3076923076923
2023-08-02,300.6923076923077
2023-08-03,396.7692307692308
2023-08-04,299.46153846153845
2023-08-05,306.9230769230769
2023-08-06,380.53846153846155
2023-08-07,298.53846153846155
2023-08-08,279.61538461538464
2023-08-09,300.6923076923077
2023-08-10,404.3076923076923
2023-08-11,304.0769230769231
2023-08-12,310.84615384615387
2023-08-13,365.9230769230769
2023-08-14,300.84615384615387
2023-08-15,404.7692307692308
2023-08-16,282.7692307692308
2023-08-17,386.38461538461536
2023-08-18,300.6923076923077
2023-08-19,309.2307692307692
2023-08-20,367.0769230769231
2023-08-21,267.38461538461536
2023-08-22,392.84615384615387
2023-08-23,304.15384615384613
2023-08-24,386.84615384615387
2023-08-25,297.53846153846155
2023-08-26,312.46153846153845
2023-08-27,365.9230769230769
2023-08-28,280.15384615384613
2023-08-29,389.15384615384613
2023-08-30,343.84615384615387
2023-08-31,394.61538461538464
2023-09-01,368.7692307692308
2023-09-02,360.61538461538464
2023-09-03,333.61538461538464
2023-09-04,218.69230769230768
2023-09-05,324.38461538461536
2023-09-06,218.69230769230768
2023-09-07,323.38461538461536
2023-09-08,219.23076923076923
2023-09-09,234.69230769230768
2023-09-10,329.38461538461536
2023-09-11,218.69230769230768
2023-09-12,325.9230769230769
2023-09-13,219.15384615384616
2023-09-14,334.38461538461536
2023-09-15,337.61538461538464
2023-09-16,232.0
2023-09-17,310.6923076923077
2023-09-18,218.69230769230768
2023-09-19,313.0
2023-09-20,219.15384615384616
2023-09-21,323.84615384615387
2023-09-22,235.92307692307693
2023-09-23,242.23076923076923
2023-09-24,321.9230769230769
2023-09-25,218.69230769230768
2023-09-26,239.07692307692307
2023-09-27,354.0
2023-09-28,344.53846153846155
2023-09-29,354.84615384615387
2023-09-30,350.61538461538464
2023-10-01,220.07692307692307
2023-10-02,218.23076923076923
2023-10-03,219.15384615384616
2023-10-04,330.6923076923077
2023-10-05,236.15384615384616
2023-10-06,273.9230769230769
2023-10-07,230.69230769230768
2023-10-08,230.84615384615384
2023-10-09,333.15384615384613
2023-10-10,219.15384615384616
2023-10-11,230.53846153846155
2023-10-12,242.6153846153846
2023-10-13,328.84615384615387
2023-10-14,230.69230769230768
2023-10-15,240.69230769230768
2023-10-16,328.53846153846155
2023-10-17,219.15384615384616
2023-10-18,326.3076923076923
2023-10-19,242.6153846153846
2023-10-20,336.53846153846155
2023-10-21,230.69230769230768
2023-10-22,240.69230769230768
2023-10-23,328.53846153846155
2023-10-24,218.69230769230768
2023-10-25,326.3076923076923
2023-10-26,245.76923076923077
2023-10-27,332.53846153846155
2023-10-28,242.23076923076923
2023-10-29,290.46153846153845
2023-10-30,350.46153846153845
2023-10-31,339.9230769230769
2023-11-01,350.46153846153845
2023-11-02,382.7692307692308
2023-11-03,381.84615384615387
2023-11-04,381.84615384615387
2023-11-05,366.15384615384613
2023-11-06,350.46153846153845
2023-11-07,350.46153846153845
2023-11-08,350.46153846153845
2023-11-09,376.15384615384613
2023-11-10,355.9230769230769
2023-11-11,323.0769230769231
2023-11-12,395.9230769230769
2023-11-13,335.38461538461536
2023-11-14,314.9230769230769
2023-11-15,361.53846153846155
2023-11-16,364.6923076923077
2023-11-17,349.2307692307692
2023-11-18,315.84615384615387
2023-11-19,339.6923076923077
2023-11-20,339.0
2023-11-21,310.84615384615387
2023-11-22,333.0769230769231
2023-11-23,335.84615384615387
2023-11-24,389.38461538461536
2023-11-25,330.9230769230769
2023-11-26,
2023-11-27,356.61538461538464
2023-11-28,379.53846153846155
2023-11-29,355.7692307692308
2023-11-30,327.84615384615387
2023-12-01,347.0
2023-12-02,323.15384615384613
2023-12-03,392.0769230769231
2023-12-04,350.0769230769231
2023-12-05,337.2307692307692
2023-12-06,361.53846153846155
2023-12-07,364.0769230769231
2023-12-08,368.7692307692308
2023-12-09,363.38461538461536
2023-12-10,260.0
2023-12-11,221.0
2023-12-12,235.0
2023-12-13,
2023-12-14,265.0
2023-12-15,
2023-12-16,
2023-12-17,
2023-12-18,
2023-12-19,
2023-12-20,
2023-12-21,
2023-12-22,
2023-12-23,
2023-12-24,
2023-12-25,
2023-12-26,
2023-12-27,
2023-12-28,
2023-12-29,
2023-12-30,
2023-12-31,
